userId,password,userName,email,zonalCode,branchCode,thanaCode,userRole
110011,,Admin User 1,admin1@instance.com,,,,admin
110012,,Admin User 2,admin2@instance.com,,,,admin
110013,,Admin User 3,admin3@instance.com,,,,admin
301,,Branch User 1,branch1@instance.com,201,301,,branch
302,,Branch User 2,branch2@instance.com,201,302,,branch
303,,Branch User 3,branch3@instance.com,201,303,,branch
304,,Branch User 4,branch4@instance.com,202,304,,branch
305,,Branch User 5,branch5@instance.com,202,305,,branch
306,,Branch User 6,branch6@instance.com,202,306,,branch
307,,Branch User 7,branch7@instance.com,203,307,,branch
308,,Branch User 8,branch8@instance.com,203,308,,branch
309,,Branch User 9,branch9@instance.com,203,309,,branch
310,,Branch User 10,branch10@instance.com,204,310,,branch
311,,Branch User 11,branch11@instance.com,204,311,,branch
312,,Branch User 12,branch12@instance.com,204,312,,branch
313,,Branch User 13,branch13@instance.com,205,313,,branch
314,,Branch User 14,branch14@instance.com,205,314,,branch
315,,Branch User 15,branch15@instance.com,205,315,,branch
401,,Thana User 1,thana1@instance.com,201,301,401,thana
402,,Thana User 2,thana2@instance.com,201,301,402,thana
403,,Thana User 3,thana3@instance.com,201,301,403,thana
404,,Thana User 4,thana4@instance.com,201,302,404,thana
405,,Thana User 5,thana5@instance.com,201,302,405,thana
406,,Thana User 6,thana6@instance.com,201,302,406,thana
407,,Thana User 7,thana7@instance.com,201,303,407,thana
408,,Thana User 8,thana8@instance.com,201,303,408,thana
409,,Thana User 9,thana9@instance.com,201,303,409,thana
410,,Thana User 10,thana10@instance.com,202,304,410,thana
411,,Thana User 11,thana11@instance.com,202,304,411,thana
412,,Thana User 12,thana12@instance.com,202,304,412,thana
413,,Thana User 13,thana13@instance.com,202,305,413,thana
414,,Thana User 14,thana14@instance.com,202,305,414,thana
415,,Thana User 15,thana15@instance.com,202,305,415,thana
416,,Thana User 16,thana16@instance.com,202,306,416,thana
417,,Thana User 17,thana17@instance.com,202,306,417,thana
418,,Thana User 18,thana18@instance.com,202,306,418,thana
419,,Thana User 19,thana19@instance.com,203,307,419,thana
420,,Thana User 20,thana20@instance.com,203,307,420,thana
421,,Thana User 21,thana21@instance.com,203,307,421,thana
422,,Thana User 22,thana22@instance.com,203,308,422,thana
423,,Thana User 23,thana23@instance.com,203,308,423,thana
424,,Thana User 24,thana24@instance.com,203,308,424,thana
425,,Thana User 25,thana25@instance.com,203,309,425,thana
426,,Thana User 26,thana26@instance.com,203,309,426,thana
427,,Thana User 27,thana27@instance.com,203,309,427,thana
428,,Thana User 28,thana28@instance.com,204,310,428,thana
429,,Thana User 29,thana29@instance.com,204,310,429,thana
430,,Thana User 30,thana30@instance.com,204,310,430,thana
431,,Thana User 31,thana31@instance.com,204,311,431,thana
432,,Thana User 32,thana32@instance.com,204,311,432,thana
433,,Thana User 33,thana33@instance.com,204,311,433,thana
434,,Thana User 34,thana34@instance.com,204,312,434,thana
435,,Thana User 35,thana35@instance.com,204,312,435,thana
436,,Thana User 36,thana36@instance.com,204,312,436,thana
437,,Thana User 37,thana37@instance.com,205,313,437,thana
438,,Thana User 38,thana38@instance.com,205,313,438,thana
439,,Thana User 39,thana39@instance.com,205,313,439,thana
440,,Thana User 40,thana40@instance.com,205,314,440,thana
441,,Thana User 41,thana41@instance.com,205,314,441,thana
442,,Thana User 42,thana42@instance.com,205,314,442,thana
443,,Thana User 43,thana43@instance.com,205,315,443,thana
444,,Thana User 44,thana44@instance.com,205,315,444,thana
445,,Thana User 45,thana45@instance.com,205,315,445,thana
201,,Zonal User 1,zonal1@instance.com,201,,,zonal
202,,Zonal User 2,zonal2@instance.com,202,,,zonal
203,,Zonal User 3,zonal3@instance.com,203,,,zonal
204,,Zonal User 4,zonal4@instance.com,204,,,zonal
205,,Zonal User 5,zonal5@instance.com,205,,,zonal
